face,emo,ear,alert,total
0.9589705840000002,0.9131284579999992,0.3531752079999997,3.3750000003607283e-06,2.2252776249999995
0.1860826669999991,0.04506412499999968,0.003248792000000833,3.082999999293179e-06,0.2343986669999989
0.09969620800000101,0.04419937499999982,0.004305541999999107,2.2500000014247235e-06,0.14820337500000136
0.16250325000000032,0.04638495799999909,0.0063912500000000705,0.00024975000000004854,0.21552920799999953
0.11874737499999988,0.0652540419999994,0.003356790999999859,4.750000000441901e-06,0.18736295799999958
0.14672233300000137,0.05912016699999967,0.0055457909999994115,6.917000000328244e-06,0.21139520800000078
0.17370716699999988,0.05540883299999955,0.002969958000001327,5.9589999992226694e-06,0.23209191699999998
0.19253495799999953,0.04821062500000117,0.0025947920000000124,2.6749999999964302e-05,0.24336712500000068
0.10856449999999995,0.05420254200000052,0.005778707999999355,8.541999999778227e-06,0.1685542919999996
0.10978362500000038,0.05483795800000024,0.0037930419999998577,2.9999999995311555e-06,0.16841762500000002
0.1283018330000001,0.059068458999998796,0.002797125000000733,2.7910000000019863e-06,0.19017020799999962
0.1932892500000012,0.04490254099999902,0.0026246670000009686,2.4579999990947954e-06,0.24081891600000027
0.07017766699999939,0.04575408300000028,0.005886166999999887,1.6291999999751283e-05,0.1218342089999993
0.09043908399999978,0.04557116600000022,0.0029606249999982737,5.04200000150945e-06,0.13897591699999978
0.07913612499999978,0.05752408300000056,0.0026260419999992735,2.500000000793534e-06,0.1392887500000004
0.12490779100000005,0.04427358400000081,0.0026082499999997566,5.541000000164331e-06,0.17179516600000078
0.09691279199999947,0.03950249999999933,0.006127541999999764,1.4708000000140942e-05,0.1425575419999987
0.0719734170000006,0.049151249999999536,0.003046917000000704,2.4580000008711522e-06,0.1241740420000017
0.12417949999999855,0.051398500000001235,0.0038522089999997178,2.2079999997259847e-06,0.17943241699999923
0.10649904199999938,0.05979479199999993,0.004535083000000384,6.29200000012986e-06,0.17083520899999982
0.09203133399999963,0.04940391600000105,0.0025834169999985335,6.416999999814266e-06,0.14402508399999903
0.08585920800000046,0.047586541999999454,0.0030564999999995734,2.5410000006331757e-06,0.13650479100000013
0.10510195900000063,0.04683437499999954,0.004658291000000148,2.0840000001243197e-06,0.15659670900000044
0.0921221670000012,0.050287790999998805,0.006037416999999934,6.29200000012986e-06,0.14845366700000007
0.16672075000000142,0.03735049999999873,0.006239208000000218,6.332999999969502e-06,0.21031679100000034
0.07927291699999905,0.04601279200000086,0.004620457999999772,4.917000000048688e-06,0.12991108399999973
0.13067691700000061,0.04405145800000021,0.0034242499999983522,5.333000000717902e-06,0.1781579579999999
0.10689204100000005,0.04127658400000023,0.005659915999999043,2.6250000004779395e-06,0.1538311659999998
0.16589354200000095,0.04301120799999936,0.0060575420000006375,5.583000000086713e-06,0.21496787500000103
0.0730101249999997,0.041582583000000284,0.003964874999999424,2.1249999999639613e-06,0.11855970799999938
0.0973435829999989,0.04197420800000096,0.0035167919999992137,4.50000000107309e-06,0.14283908300000014
0.10494312500000014,0.0430127080000009,0.0036154169999988994,4.416000001228326e-06,0.15157566600000116
0.08971524999999936,0.04667425000000058,0.006010374999998902,1.4042000000102917e-05,0.14241391699999895
0.08642399999999917,0.03647770899999969,0.0034669580000006306,4.832999998427567e-06,0.12637349999999792
0.108756249999999,0.042533333000001505,0.00586424999999835,1.4250000003102059e-05,0.15716808300000196
0.09009841699999654,0.04320145800000219,0.0024212500000011516,5.12499999771876e-06,0.1357262499999976
0.1272358330000003,0.0498447920000018,0.002592457999998743,5.417000000562666e-06,0.1796785000000014
0.11780249999999981,0.04405341700000065,0.0061982080000007045,5.999999999062311e-06,0.16806012500000023
0.11459216700000141,0.04675737499999855,0.006178708000000199,6.375000001668241e-06,0.16753462500000182
0.09590112500000103,0.04758808299999728,0.006142332999999667,1.5125000000892896e-05,0.14964666599999887
0.08128483400000164,0.04216929100000044,0.0025684169999991013,6.20799999850874e-06,0.1260287499999997
0.1453037909999999,0.04580358400000151,0.005115290999999189,5.833999999538264e-06,0.19622850000000014
0.111816417,0.045254500000002196,0.006267749999999239,1.5292000000499684e-05,0.16335395900000194
0.07434974999999966,0.04305391700000172,0.006145875000001411,1.545800000002373e-05,0.12356500000000281
0.12908062500000028,0.04705091699999997,0.006148499999998336,1.4291999999471727e-05,0.18229433399999806
0.1373557500000011,0.0486140000000006,0.0025877499999999998,2.416999997478797e-06,0.1885599169999992
0.11765983300000116,0.04193462499999967,0.002508500000001135,2.500000000793534e-06,0.16210545800000276
0.11035579200000001,0.04873137499999913,0.002773458000000062,2.0840000019006766e-06,0.1618627090000011
0.11570550000000068,0.03907812499999963,0.002378499999998951,2.2920000013471054e-06,0.1571644170000006
0.0812349999999995,0.04266429100000124,0.0023019590000004087,3.0165999998388315e-05,0.12623141599999954
0.12725670799999733,0.0670715830000006,0.006124459000002247,8.999999998593466e-06,0.20046174999999877
0.10380508299999747,0.0473984999999999,0.006143542000000224,1.5083000000970515e-05,0.15736220799999856
0.16461800000000082,0.04315062499999911,0.00413433300000321,5.832999999455524e-06,0.2119087910000026
0.17019091699999933,0.04511129200000141,0.0025548750000012888,5.7499999996935e-06,0.21786283400000173
0.12156133299999894,0.04262983299999945,0.003922500000001605,4.958999998194713e-06,0.1681186249999982
0.17207933300000278,0.04703445899999892,0.006322540999999404,1.4875000001524086e-05,0.22545120800000262
0.08742558400000178,0.04573166599999823,0.005875500000001921,5.12499999771876e-06,0.13903787499999964
0.08540283299999984,0.0406968749999983,0.006287083000000138,1.650000000097407e-05,0.13240329099999926
0.07180033299999877,0.04528774999999996,0.006262417000002074,7.587500000028058e-05,0.12342637500000109
0.11366854099999912,0.07125358400000081,0.002755083000000269,5.333000000717902e-06,0.18768254100000092
0.18701983399999733,0.05437395800000289,0.006126457999997115,2.8125000000045475e-05,0.24754837499999738
0.14558662499999997,0.046985958000000494,0.003568916999999061,7.000000000090267e-06,0.19614849999999961
0.1563981250000026,0.0461949579999974,0.002614583000003279,5.708999999853859e-06,0.20521337500000314
0.16914925000000025,0.04966699999999946,0.0030578749999996546,2.333000001186747e-06,0.22187645800000055
0.107841999999998,0.0493516249999999,0.002862249999999733,2.0420000019782947e-06,0.1600579169999996
0.13280637500000125,0.05415095799999747,0.0052487089999999625,5.375000000640284e-06,0.19221141699999933
0.14609079200000252,0.04863745799999819,0.003419167000000556,5.625000000009095e-06,0.19815304200000128
0.16214199999999934,0.04701437499999983,0.004296875000001421,5.1670000011938555e-06,0.2134584170000018
0.09517270799999977,0.05738316700000112,0.006037041999999104,1.4207999999626963e-05,0.15860712499999963
0.09082945899999828,0.0482594160000005,0.00261541700000123,2.7920000000847267e-06,0.1417070840000001
0.08262637500000025,0.03944408299999935,0.00440466700000286,5.4169999970099525e-06,0.12648054199999947
0.11303212500000015,0.05004570799999897,0.0029369169999995393,6.250000001983835e-06,0.16602100000000064
0.14010470899999916,0.05217779099999831,0.002632084000001811,5.50000000032469e-06,0.1949200839999996
0.14353104199999933,0.03850212500000083,0.0041580420000002505,5.04100000142671e-06,0.18619625000000184
0.12741116600000169,0.04877924999999905,0.002557416999998452,5.417000000562666e-06,0.17875324999999975
0.17362920800000126,0.048463708999999966,0.006104540999999131,1.8000000000739647e-05,0.2282154580000011
0.12612270799999692,0.047816958000002074,0.0035720419999982767,5.375000000640284e-06,0.1775170829999979
0.14317575000000105,0.04603941599999928,0.0037495000000014045,5.166999997641142e-06,0.19296983299999937
0.17484004200000314,0.04390199999999922,0.004055624999999452,6.20799999850874e-06,0.22280387500000032
0.1270102080000015,0.05118779200000034,0.005180332999998427,5.334000000800643e-06,0.18338366700000108
0.15042858400000014,0.05058187499999889,0.004248165999999998,5.084000001431832e-06,0.20526370900000046
0.13220650000000234,0.045885124999998084,0.002583582999999834,5.375000000640284e-06,0.1806805830000009
0.13159591599999843,0.048057000000000016,0.0060707499999992365,1.5292000000499684e-05,0.18573895799999818
0.12579741600000105,0.0472077920000018,0.006192999999999671,1.4749999998286967e-05,0.1792129580000008
0.11046487500000168,0.04319308299999847,0.0038258330000005003,5.50000000032469e-06,0.15748929100000097
0.10125616699999895,0.04092520800000088,0.003140708000000103,5.5420000002470715e-06,0.14532762500000018
0.09095704199999943,0.04135191700000007,0.0025789160000009304,5.374999997087571e-06,0.13489324999999752
0.07939466699999898,0.0478489169999996,0.00446316600000074,5.7499999996935e-06,0.131712499999999
0.14869945899999948,0.04634016600000024,0.005640834000001149,5.541000000164331e-06,0.20068600000000103
0.09378445899999832,0.0484942910000008,0.005289167000000816,5.5420000002470715e-06,0.14757345900000018
0.11254483400000126,0.04043166599999992,0.005902875000000307,8.183399999950325e-05,0.158961209000001
0.08847875000000016,0.06361979200000079,0.00685483299999845,2.4208999999331127e-05,0.15897758399999873
0.12882466699999995,0.0502125410000005,0.006130667000000756,1.3750000000811724e-05,0.18518162500000201
0.11807816700000018,0.039060750000000866,0.0050234170000003076,5.082999997796378e-06,0.16216741699999915
0.08856833299999778,0.04535954200000347,0.0051786669999991375,5.040999997873996e-06,0.13911158299999826
0.12652066699999764,0.03833645799999985,0.002668792000001474,5.791999999615882e-06,0.16753170899999859
0.12353337500000094,0.03884758299999902,0.0033897500000001912,4.9999999980343546e-06,0.1657757079999982
0.12751962499999792,0.04628737500000213,0.006117999999997181,1.4334000002946823e-05,0.17993933400000017
0.16744012499999883,0.039693709000001576,0.0036568749999972283,4.958000001664686e-06,0.2107956669999993
0.13193958399999772,0.04081420800000046,0.002959083000000362,5.250000000955879e-06,0.1757181249999995
0.13888049999999907,0.05072816699999905,0.0036877080000010665,2.6250000004779395e-06,0.19329899999999967
0.11685504200000096,0.05602083299999805,0.0031388330000012843,5.708999999853859e-06,0.17602041700000015
0.10609445800000117,0.04679987500000138,0.00261595899999989,6.165999998586358e-06,0.15551645800000102
0.1469084169999988,0.041686375000001163,0.00426783300000011,5.499999996771976e-06,0.19286812499999684
0.1046219999999991,0.045703208999999134,0.005253415999998623,5.04200000150945e-06,0.15558366699999837
0.12295850000000286,0.04260912499999847,0.0031454159999988462,4.875000001902663e-06,0.16871791600000208
0.13673020799999946,0.04496966700000016,0.002255583000000172,4.6249999989811386e-06,0.18396008299999878
0.07746933299999981,0.04085766700000093,0.004887582999998585,4.499999999296733e-06,0.12321908299999862
0.07922220900000099,0.04928225000000097,0.0025590829999977416,5.875000002930619e-06,0.13106941700000263
0.16289216700000253,0.04561620799999844,0.006070417000000106,1.4791000001679322e-05,0.21459358300000275
0.12275112500000063,0.037875917000000925,0.004699041999998599,5.416000000479926e-06,0.16533150000000063
0.12209804199999752,0.040420666999999355,0.003769208000001356,5.583000000086713e-06,0.16629349999999832
0.11581891700000213,0.047937041999997376,0.00525191600000241,1.4708999998447325e-05,0.16902258400000036
0.126164916999997,0.05146195800000086,0.006117041999999628,1.4291999999471727e-05,0.18375820899999695
0.08040274999999752,0.04212512500000187,0.002780292000000628,5.9169999993002875e-06,0.12531408399999933
0.13716512500000277,0.04588549999999714,0.0024081660000021543,5.833999999538264e-06,0.1854646250000016
0.12400725000000179,0.043481916000001064,0.0058307089999978245,5.541000000164331e-06,0.17332541600000084
0.11823870900000344,0.048168415999999326,0.0031427499999985287,5.292000000878261e-06,0.16955516700000217
0.06541345800000187,0.04641937499999926,0.002568291999999417,5.916999995747574e-06,0.1144070419999963
0.07996683300000029,0.04213737500000292,0.0028975419999994756,2.332999997634033e-06,0.12500408300000032
0.07035187500000006,0.04468475000000183,0.004017458999996393,5.6659999998487365e-06,0.11905974999999813
0.1124864169999995,0.042842999999997744,0.0027594170000000418,5.207999997480783e-06,0.15809404199999477
0.11270391600000096,0.04157954200000091,0.00260124999999789,5.291999997325547e-06,0.1568899999999971
0.0830802910000017,0.04118575000000391,0.0026809169999992832,5.375000000640284e-06,0.12695233300000552
0.16157999999999362,0.04145866700000056,0.00263379100000094,5.9589999992226694e-06,0.20567841699999434
0.1819609590000013,0.05327599999999677,0.0028132910000024935,6.292000001906217e-06,0.23805654200000248
0.07987837499999983,0.04371604100000326,0.0020416670000003023,4.083000000321135e-06,0.12564016600000372
0.0889867910000035,0.04781341700000041,0.0021442499999935194,5.333000004270616e-06,0.1389497910000017
0.11881966600000027,0.049717583999999704,0.004521707999998625,4.916999998272331e-06,0.17306387499999687
0.07961254099999593,0.04710899999999896,0.003295084000001225,5.166000001111115e-06,0.13002179099999722
0.0788079999999951,0.04067195900000087,0.0025503330000020696,4.500000002849447e-06,0.12203479200000089
0.10905129199999664,0.0396664169999994,0.005706541000002119,4.458999995904378e-06,0.15442870899999406
0.08156645799999751,0.04236916700000393,0.006029165999997588,5.291999997325547e-06,0.12997008299999635
0.08895499999999856,0.04813108300000124,0.0025905420000000845,5.874999999377906e-06,0.13968249999999927
0.12336425000000162,0.0441582500000024,0.0025803750000008563,5.0419999979567365e-06,0.17010791700000283
0.1121194999999986,0.044215874999999016,0.002606708000001845,2.845899999925905e-05,0.15897054199999872
0.10845241599999866,0.05532091700000308,0.006193332999998802,1.804200000066203e-05,0.1699847080000012
0.1394266249999987,0.07433320800000587,0.00257733399999438,6.5830000011146694e-06,0.21634375000000006
0.16386141699999968,0.04659000000000191,0.003284749999998837,5.375000000640284e-06,0.21374154200000106
0.10695512499999893,0.047810125000005144,0.005786707999995144,5.41700000411538e-06,0.16055737500000333
0.09964841599999374,0.04918274999999994,0.00964825000000502,2.87499999984675e-06,0.15848229099999855
0.1170204169999991,0.04104545799999926,0.0027478749999971797,2.7080000037926766e-06,0.16081645799999933
0.08497595899999766,0.05208854099999627,0.006207584000001987,6.625000004589765e-06,0.1432787090000005
0.08541062500000152,0.04661691700000148,0.006212417000000414,2.500000000793534e-06,0.1382424590000042
0.12076762499999916,0.04408620799999596,0.0033822090000015237,2.5830000041082712e-06,0.16823862500000075
0.13136258399999434,0.04025241600000129,0.004866124999999499,5.917000002853001e-06,0.17648704199999798
0.11188649999999711,0.048404542000000106,0.0035785419999996293,6.333000001745859e-06,0.1638759169999986
0.1319172079999973,0.04515812500000038,0.0025217080000032865,6.0420000025374065e-06,0.1796030830000035
0.09658749999999827,0.05087320900000236,0.004148457999995969,5.6670000034841905e-06,0.1516148340000001
0.16275362500000057,0.04137329199999584,0.0026103750000032733,2.375000001109129e-06,0.2067396670000008
